name,identifier,role
H Gillett,a69d2a02,Fast bowler
H Gilliard,49f84b87,Batsman
H Gimblett,a240d457,Batsman
HG Kuhn,ede05b97,Batsman
HG Mohammed,63d556ae,Batsman
HG Munsey,ff014c34,Batsman
HGO Owen-Smith,5409f8ce,Batsman
H Gori,25261429,Batsman
H Goto,b3af5bff,Batsman
H Graham,99812d10,Batsman
H Grant,5a275afa,Fast bowler
H Grewal,1172f36e,Batsman
HG Vivian,353ff7bd,Batsman
HGV Vare,98299b67,Batsman
HH Abdallah,dd596e73,Batsman
H Hajnic,bcac2e51,Batsman
HH Alexander,dcbdcb4b,Batsman
H Hameed,fe0c5457,Batsman
H Hanabe,28d46c78,Batsman
H Hardwick,1164142d,Batsman
HH Arndt,b131aeba,Batsman
HH Aung,860042f6,Batsman
HH Banner,8144820e,Batsman
HHC Gunaratne,44d0e8af,Batsman
HH Dippenaar,98ecf62a,Batsman
HH Francis,1c64a610,Batsman
HH Gibbs,e1d1b294,Batsman
HHH Johnson,a5cd50d5,Batsman
H Hiri,9dc3ea7e,Batsman
HH Kanitkar,629e994c,Batsman
HH Khadiwale,4a65051a,Batsman
HH Massie,daa79bf3,Fast bowler
H Hotchandani,f537d39c,Batsman
H Howell,8391bc8c,Bowler
HH Pandya,dbe50b21,Batsman
HH Patel,e88b6660,Spin bowler
HH Ramanayake,e279fceb,Fast bowler
HH Streak,37f501d7,Batsman
H Hugo,48f9193f,Batsman
Hiba Shamshad,5e71e5cc,Batsman
HI Ebeling,742c4932,Batsman
Hifsa Butt,914d0a6e,Batsman
Hilal Ahmad,f78aa227,Batsman
Hilva Noor,8d747335,Batsman
Himalaya Barad,411cc6c6,Batsman
Himalay Agarwal,8e48d9a3,Batsman
Himan Phukan,9335178c,Batsman.
Himanshu Bisht,24d163d7,Batsman
Himanshu Chawla,fdd6edff,Batsman
Himanshu Dutta,0174b455,Batsman
Himanshu Rana,9d3940b3,Batsman
Himanshu Sangwan,531f7ccc,Fast bowler
Himmat Singh,ebcfef83,Batsman
Hina Hussain,6501e421,Batsman
Hiralal Raut,f9e21b08,Batsman
H Ironmonger,a1cec846,Spin bowler
Hisham Mirza,25d642b2,Batsman
Hisham Sheikh,c4441675,Batsman
H Ishiguro,3bd059b1,Batsman
H Ishimwe,ffa296f7,Batsman
HIS Mendis,6edcff70,Batsman
H Isorena,243a2cf1,Batsman
Hiten Dalal,74bace71,Batsman.
Hiten Mehra,2656936a,Batsman
Hitesh Kadam,83b19fa2,Batsman
Hitesh Sharma,2085a934,Batsman
Hitesh Yadav,b54a1aad,Batsman
Hiu Ying Cheung,9efce9fd,Batsman
H Ivanov,58b5299f,Batsman
H Iwasaki,f2698c78,Batsman
HI Young,d58261de,Batsman
HJ Armitage,f05167d2,Batsman
HJ Beatson,02adffa6,Batsman
HJ Butler,e5d2a832,Batsman
HJ Chamberlain,1d7c927b,Batsman
HJC Mol,e33616eb,Batsman
HJ Cullen,e17d56d1,Spin bowler
HJ Darlington,50b558d2,Batsman
HJ Hankins,5ffbd792,Batsman
HJH Brookes,2085e1fa,Batsman
HJH Marshall,70542bef,Batsman
HJ Howarth,1f724c82,Batsman
HJH Scott,57a96ce1,Batsman
HJ Hunt,62ef4abe,Batsman
HJ Jordaan,b8f10b60,Batsman
HJ Keith,8d7fda43,Batsman
HJ Manenti,0e56c514,Spin bowler
HJ Mehta,f03c64bd,Batsman
HJ Moore,7578b730,Batsman
HJ Nielsen,0ea1455a,Batsman
H Johal,54bd6664,Batsman
HJ Patel,2e3c45d3,Batsman
HJ Rhodes,71c7418f,Batsman
HJ Swindells,95fd757d,Batsman
HJ Tayfield,d146d26e,Spin bowler
HJ Thomas,a3034d3d,Batsman
H Jupp,3a78a6e4,Batsman
HJW Gardiner,a1000a26,Batsman
HJ Yan,40919feb,Batsman
H Kala,3e72a174,Batsman
H Karunaratne,f8e27d4a,Batsman
H Kaur,53cd8da6,Batsman
HK Badani,5cb078d6,Batsman
HK Bennett,94238673,Fast bowler.
H Kerge,76207d36,Batsman
H Kerr,f422728b,Batsman
HKG Jansen,6e9d5add,Bowler
H Kinga,c9729534,Batsman
HK Jayantilal,acb8e027,Batsman
H Klaasen,235c2bb6,Batsman
H Klazinge,e6bf8162,Batsman
HK Matthews,d32cf49a,Batsman
HK Olonga,7f82b4fb,Fast bowler
HKP Boam,f4d4a5f5,Batsman
H Lakov,87a6f411,Fast bowler
H Larwood,af7ee1f0,Fast bowler
HL Baker,cefad9fd,Batsman
HL Collins,bb07d82c,Batsman
HL Colvin,d3a44255,Spin bowler
H Leko,02c8fbfc,Batsman
HLE Promnitz,55614863,Batsman
HL Fenby,9ea1f14a,Spin bowler
HL Ferling,a594a6e0,Fast bowler
HL Harji,29663fda,Batsman
H Lin Aung,c343a8c6,Batsman
H Lin Oo,2e005bfd,Batsman
H Little,ad75e88d,Bowler
HL Jackson,d8d6b739,Batsman
HL Tau,ace63b7f,Neither
H Lui,da663eca,Batsman
H Madavi,85021bcd,Batsman
HM Amla,e798611a,Batsman
Hmar Zothanchhunga,109d4ad1,Batsman
H Masakadza,31fbf891,Batsman
HM Brennan,22fad2b6,Batsman
H McAleer,8b39d02a,Batsman
HM Charles,778cfbbf,Batsman
H McKenzie,5222f5fa,Batsman
HMCM Bandara,4fc516bd,Batsman
HM Crawshaw,a2500c86,Batsman
HMD Rasangika,d6f9dfd6,Batsman
HM Foster,2057a5a2,Batsman
HM Goonatilleke,1e68b87e,Batsman
H Miller,5c2a33c2,Batsman
H Min Jian,cb5f199d,Batsman
HM Khan,88a32fa2,Batsman
HML Madushani,07485bb9,Batsman
HM Mauafu,cf3c899f,Batsman
HM McGirr,ba8c7aff,Batsman
HMNC Danasinghe,11ce0966,Batsman
HMNC Dhanasinghe,0302fea8,Batsman
HM Nicholls,03521fd3,Batsman
H Mohamed,d4fcbea5,Batsman
HM Omary,2cbe5db1,Batsman
H Morris,c3960dae,Batsman
H Moses,e2be4d11,Batsman
HM Rajapaksha,84f43704,Batsman
HMRKB Herath,d2fcce2f,Spin bowler.
HM Rowe,8ca1f93a,Batsman
HM Taberer,635a4df7,Batsman
HM Thurlow,8f267ca1,Fast bowler.
HM Tiffen,03b09a26,Batsman
H Mumford,6462c64b,Batsman
HM Watson,0891ca09,Batsman
HNA Conway,272fc5ad,Batsman
H Nesbitt,54d1bfb5,Batsman
H Niaz,d0e2e8ea,Batsman
HNK Jensen,b8cce99f,Batsman
H Nou,ca90651a,Batsman
HN Singh,158c8778,Batsman
HN Ya France,915264c2,Batsman
H Ochieng,a6ea5758,Batsman
Hokaito Zhimomi,96477053,Batsman
HO Karaduman,0853d18a,Batsman
H Okcu,7ddce42e,Batsman
Homendro Kabrambam,1b480a44,Batsman
HOM Gouldstone,b5062d26,Batsman
Hongki Kim,0019ca13,Batsman
Hon Sovannary,75b65b7e,Batsman
Hor Siv na,05d1964e,Batsman
H Osinde,2b8b75a0,Fast bowler
Hossain Ali,a40ac203,Batsman
Hou Rui,5a127bba,Batsman
Howard Parkes,fcdaba42,Batsman
H Pack,fed53c91,Batsman
HPA Matthias,cd9c6d8e,Batsman
H Patel,745a474b,Spin bowler
H Patel,c4ff0618,Spin bowler.
H Perry,4d4ffcf5,Batsman
H Philip,6e34d108,Fast bowler
H Philipson,33116a2d,Batsman
H Pieterse,fc2ddc2c,Batsman
H Pile,2f3b270e,Batsman
HP Kingston,c89e4c9f,Batsman
HPL Bruce,e91d7d02,Batsman
H Potts,e8ad9e3b,Bowler
HP Patel,8254ea06,Batsman
HP Patrizi,f8cf0058,Batsman
H Pragji,e28327c6,Batsman
HP Rinke,65a05fe6,Batsman
HP Rogers,489b9a32,Batsman
HP Tillakaratne,00ea9791,Batsman
HR Adhikari,2385b101,Batsman
H Ramaiya,895faea3,Batsman
HRA Rainey,7027d12f,Batsman
H Rashid,725c73f2,Spinner
H Rathod,1f943bef,Batsman
HR Bernard,8da34e31,Batsman
HR Bhamu,879cf1dd,Batsman
HR Bromley-Davenport,dbdfdc66,Batsman
HR Butt,05566241,Batsman
HRC Came,0a7c6649,Batsman
HR Cooper,99528b4b,Batsman
HRD Adair,bbe68b55,Batsman
HR Giri,fea1e74f,Batsman
HR Hosein,ae01eb1e,Spin bowler
HR Huddleston,8d6b36e3,Spin bowler.
H Riazuddin,e74bb8e9,Fast bowler
H Richards,a0095f0e,Batsman
Hrishikesh Tamuli,70b51feb,Batsman
Hrishi Raj,e5fa9ca2,Batsman
Hrithik Kanojia,af985576,Batsman
HRJ Charlwood,a007dff5,Batsman
HR Johnson,98653b57,Batsman
HR Lance,b4ff006f,Batsman
H Roy,7bdbd6d0,Batsman
HR Ponja,6114eaf4,Batsman
HR Shokeen,0c9652b0,Spin bowler
HR Walsh,1ac2a995,Fast bowler
HRW Kindley,10b2b6b8,Batsman
HS Almuzahim,9cb01ea6,Batsman
H Sandiford,7bf5c54c,Batsman
H Satheedevi,a17a9548,Batsman
H Sawaneh,09bea436,Batsman
HS Baidwan,7839bf3a,Batsman
HSB Love,2f4c4589,Batsman
HS Chang,0c7e0dac,Batsman
HS Desai,05c7a444,Batsman
HS Gericke,c28a293e,Batsman
HSGS Silva,26e9f917,Batsman
H Shah,afb3b840,Spin bowler
H Shahid,d0653d5a,Batsman
HS Hansen,3a8becb6,Batsman
H Sharma,52294a79,Batsman
H Silver-holmes,2bfc7199,Batsman
H Simpson-Parker,59b0a7ad,Batsman
H Singh,8209da53,Spin bowler
H Sin Yee,433dbc41,Batsman
HS Jayasena,25eabd90,Batsman
HS Joshi,bd16343f,Batsman
HS Kanitkar,ee431c20,Batsman
H Smith,3ff7d8d2,Batsman
HS Modi,5abdfd23,Batsman
HS Mustard,24b07267,Batsman
H Smythe,2efac75d,Batsman
H Srinivasan,300bdcbb,Batsman
HSR Proverbs,d588aafd,Batsman
HS Saili,27fcc0fe,Batsman
HS Sekhon,58b66172,Fast bowler
H Ssenyondo,2b7609f1,Spin bowler.
HSTL Hendry,cee0625f,Batsman
HS Trolip,c8aa8d4a,Batsman
H Strudwick,df9b7981,Batsman
H Sutcliffe,35264a3d,Batsman
HT Crocombe,27fc5808,Fast bowler
HT Dani,cbec1d85,Batsman
HT Davis,1d334478,Batsman
H Thaker,c01d7726,Batsman
HT Li,91f266cf,Batsman
H Trumble,b58a21f9,Spin bowler
HTRY Thornton,055be93a,Fast bowler.
HT Tector,59ea70a4,Batsman
H Tukrul,a2880cb1,Batsman
HT Waters,160f19f8,Batsman
HTW Hardinge,dd8c6b54,Batsman
Huang Junjie,7a25958c,Batsman
Huang Zhuo,edbbe245,Batsman
Humaira Farah,6b6d6623,Batsman.
Humaira Tasneem,da22f2a2,Spin bowler
Humayun Farhat,b8049579,Batsman
Humayun Kabir,452024ef,Batsman
Hunain Shah,3b8679bf,Batsman
Hung Ying Ho,32b461b1,Batsman
H Upadhyay,267cafb0,Batsman.
Husnain Kabeer,8787dd53,Batsman
Hussain Talat,bb4b445b,Batsman
Huzaifa Akram,ce0c22d0,Fast bowler.
Huzaifa Mohammed,65a29a30,Batsman
Huzaif Yousuf,95e47073,Batsman
HV Baumgartner,1d7a2757,Batsman
H Verity,630e6cd7,Spin bowler
HV Hordern,91d4051b,Spin bowler
H Viljoen,7a80e2a5,Fast bowler
H Virdee,38952986,Batsman
HV Jones,c7bf22fa,Batsman
HV Mandhyan,11f56b14,Batsman
HV Patel,f986ca1a,Bowler
HWA Landheer,a6ec88f4,Fast bowler
Hwanhee Lee,709cb7f0,Batsman
HW Chapman,15c30fdb,Batsman
HW Lee,70a717f9,Batsman
H Wolff,e44c17f1,Batsman
H Wood,b8110974,Batsman
HW Podmore,43205dad,Bowler
HW Rambaldo,e21b8cb5,Spin bowler.
HWR Cartwright,ab965cad,Batsman
HW Taylor,0688f517,Batsman
Hyeji Jeong,9bb84924,Batsman
Hyejin Park,c3e3d7e7,Batsman
H Yerzal,86197ea5,Batsman
HY Kazi,16954a36,Batsman
Hyobum An,3a0d43f6,Batsman
HZ Finch,6b16f8ba,Batsman
H Zimmerman,b85fa1d4,Batsman
IAA Thomas,d66edc9a,Batsman
IA Cockbain,542fd5a6,Batsman
IA Colquhoun,06688f0f,Batsman
IA De Silva,58973aaf,Batsman
IAF Bevers,78f4d252,Batsman
IA Gidwani,80fdc330,Batsman
IA Greig,d003faed,Batsman
IA Healy,541db522,Batsman
IA Karim,ca92a578,Batsman
I Ali,a0b216d6,Batsman
I Alumo,6edd8b10,"I'm sorry, but I don't have enough information to determine whether I Alumo is a batsman, fast bowler, or spin bowler."
I Ambrose,41d3085d,Bowler
IA Moran,5ce5204c,Batsman
Ian Dev Singh,f732f3e7,Batsman
IA Nicolson,c5e68250,Batsman
Ian Roberts,9f236a73,Fast bowler
Ian Thomas,d4c0dc60,Batsman
IA Robertson,820599e3,Batsman
IAR Peebles,d161f1d3,Batsman
I Asif,663ad386,Batsman
IA Thomson,4b594b43,Batsman
IBA Allen,e85ac37b,Batsman
I Bardis,716bd716,Batsman
I Barma,521abce2,Batsman
IB Cromb,384edc3a,Batsman
I Bist,beccd5a1,Batsman
IB Leggat,15592076,Batsman
Ibrahim Hassan,4add4c98,Batsman
Ibrahim Jabarkhel,c311564c,Batsman
Ibrahim Kursad Dalyan,f0f20cf8,Batsman.
Ibrahim Mughal,f89b7b90,Batsman
Ibrahim Nashath,98514dce,Batsman
Ibrahim Rahimi,f8ef3653,Batsman.
Ibrahim Rizan,7267e3cd,Batsman
Ibrahim Vhora,a1588e46,Batsman
Ibrahim Zadran,d4550956,Batsman
Ibrarul Haq,119007ef,Batsman
Ibtisam Sheikh,a6fc52a9,Batsman
IC Davis,73d76541,Batsman
IC Gaze,60c250bf,Batsman
I Chabi,5e39110e,Batsman
I Chathurani,85364088,Batsman
I Chuma,b1021056,Batsman
IC Pandey,e0407c01,Fast bowler
IC Porel,fdf7491e,Fast bowler
I Cronin-Knight,9cb014d7,Batsman
IC Simao,dcc76384,Batsman
IC Soysa,717a7971,Fast bowler
IC West,d8d1df82,Batsman
IDA Damarell,580ae7f2,Batsman
I Danladi,c156cc1f,Batsman
I Dawood,26773bdf,"This is a general prompt, and being unfamiliar with who you mean by ""I Dawood,"" I don't have specific information on this individual to determine their role. If you have more context or details, I can help further!"
ID Blackwell,818e8bf2,Spin bowler
ID Buys,8fc7cb53,Batsman
ID Craig,e69ae2c9,Batsman
ID Fisher,f82198d4,Batsman
IDGP Kisawa,1d683ea3,Batsman
ID Gunawardene,63841782,Batsman
ID Hunter,0882d239,Batsman
I Dikgale,f3fe6653,Batsman
I Dimitrov,62724040,Batsman
IDK Salisbury,c9044344,Spin bowler.
ID Matic,72f784ca,Batsman
IDM Latin,78f719ea,Batsman
I Doekhie,b37e3c48,Fast bowler
IDR Bradshaw,a7489342,Fast bowler
Idrees Ul Haque,d5b52676,Batsman
ID Robinson,5ed1302c,Fast bowler
ID Saxelby,fbb87544,Fast bowler
IDS Smith,1632313d,Batsman
I Dulani,a2c23f31,Batsman
IECM Wong,e5b17517,Batsman
I Elec,4d0d5b7d,Batsman
IE Mulhovo,ab750f1f,Batsman
IE O'Brien,78f34e15,Fast bowler
I Eranavula,39cd63b1,Batsman.
I Faleupolu,7fede93b,Batsman
Ifran Hossain,9ff33bef,Fast bowler.
Iftekar Jaman,0a5718ef,Batsman
Iftikhar Ahmed,29e253dd,Batsman
Iftikhar Ahmed,973d561e,Batsman
Iftikhar Ahmed,bad374d3,Batsman
Iftikhar Ali,fc537391,Batsman
Iftikhar Anjum,6adf9347,Fast bowler
Iftikhar Malik,f6447140,Batsman
IFW Bligh,5d4dee23,Batsman
IGASF Pratiwi,720fbaad,Batsman
IG Butler,b68a30f0,Batsman
IG Holland,4167f30b,Spin bowler
IG McPeake,f8e48647,Fast bowler
Ignacio Lisboa,eceeb63a,Batsman
IGS Arsa,68d52634,Batsman
IG Sharp,4de0779a,Batsman
IGTR Kumara,d0111079,Bowler
IG Warne,75e77070,Spin bowler
IH Lock,a1b1e3c2,Spin bowler
IHM Modimokoane,569338b8,Batsman
IH Romaine,54725e8b,Batsman.
Ihsanullah,5aeab54c,Fast bowler.
Ihsanullah,c290033d,Fast bowler.
Ihsan Ullah,e44bc1e4,Fast bowler
IH van Kerwel,612be1ba,Spin bowler
II Mabunda,b2cd0f90,Batsman
IIR Bhana,390721b3,Batsman
II Selemani,b2dadc51,Batsman
Ijaz Ahmad Ahmadzai,4d4dbd57,Batsman
Ijaz Ahmed,f52e5d79,Batsman
Ijaz Ahmed,732810d6,Batsman
Ijaz Butt,d5816b22,Batsman
Ijaz Faqih,f68685c9,Batsman
Ijaz Hussain,dc1dd6c4,Spinner
IJ Carlisle,82a50491,Batsman
IJ Dixon,a6e30365,Batsman
IJ Gould,a9dfdf6c,Batsman
IJ Harvey,3227beb4,Batsman
IJ Jones,8429db06,Batsman
IJ Kikasi,8086069d,Batsman
IJL Trott,ac7fa28f,Batsman
IJR Zwilling,47b32a5a,Batsman
IJ Siedle,fc9f785b,Batsman
IJ Sutcliffe,e1e8419c,Batsman
IJ Thomas,69f26994,Batsman
IJ Ward,2e3f32ea,Batsman
IJ Westwood,31f671b7,Batsman
I Kabia,a7a885b5,Batsman
I Kaia,5ad8c974,Batsman
I Kamara,38702fb5,Batsman
I Katzarski,514628bd,Batsman
I Kaushal,cbacc713,Batsman
Ikbal Hossain,e01d2dae,Batsman
IK Darmawan,e3c88145,Batsman
IKEG Artawan,190957d2,Batsman
IK Gamantika,4d7c5b56,Batsman
I Khaleel,1aaebfe1,Bowler
I Khan,719c5146,Fast bowler
I Khan,2ae01eb0,Batsman
IKO Aboagye,98614193,Batsman
I Komba,25f3c28e,Batsman
I Koroma,fce5bfd2,Batsman.
IK Pathan,5fa06777,Fast bowler
Ikram Alikhil,f67c958d,Batsman
Ikramullah Khan,c6e1354c,Batsman
Ilenia Sims,03c98aa6,Batsman
IL Herbert,125f9f05,Batsman
IL Howell,c1cd91c3,Fast bowler
Ilhwan Seo,e6e847f9,Batsman
I Liyanage,826e1017,Batsman
IL Mendonca,1ca47810,Batsman
IL Parks,6760153a,Batsman
Ilyas Ahmed,42a01b52,Batsman
Ilyas Ataullah,357484e9,Bowler
Ilyas Gull,5cae5331,Batsman
Imad Wasim,9cb8d7a6,Spin bowler.
I Malhotra,943fd425,Batsman
Imal Zuwak,1283e17b,Batsman
Imam-ul-Haq,40c041ea,Batsman
I Manack,5ec126fa,Batsman
I Mansaray,ea45f98b,Batsman
I Maraj,2d783277,Spin bowler
I Master,90ddee48,Batsman
IM Barrow,f162d8a1,Batsman
I McDonald,37b55799,Batsman
IM Chappell,c65b6fe3,Batsman
I Meckiff,e1878372,Bowler
I Medhi,b99ea463,Spin bowler
IM Farrell,1a417a09,Batsman
IMHC Joyce,d3b4b8ed,Batsman
Imliwati Lemtur,76a33e00,Batsman
Imran Ahmed Kaneez,8c3cbee9,Batsman
Imran Ali,dba4f593,Fast bowler
Imran Ali Butt,5d60560f,Batsman
Imran Ameer,b8e65260,Batsman
Imran Anwar,a9a18e3e,Batsman
Imran Arif,c10747c3,Fast bowler
Imran Arif,f1ee7093,Fast bowler
Imran Ashraf,e95eb01b,Batsman
Imran Awan,82d8aa2e,Batsman
Imran Azam,8a6602c4,Batsman
Imran Bulbulia,6464a804,Batsman
Imran Butt,cc3fb3b3,Batsman
Imran Butt,72683b68,Batsman
Imran Farhat,480ed517,Batsman
Imran Haider,0226b73a,Spin bowler.
Imran Haider,1b8242f2,Spin bowler.
Imran Ismail,a216a585,Batsman.
Imran Janat,7b663212,Batsman
Imran Javed,9a1405c8,Batsman
Imran Khalid,b8eddbdb,Spin bowler.
Imran Khan,158066a2,Fast bowler.
Imran Khan,195fb6db,Fast bowler
Imran Khan,2b0f2af3,Fast bowler
Imran Khan,2cc557f8,Fast bowler.
Imran Khan,a0a32dd1,Fast bowler.
Imran Khan,da3b91fd,Fast bowler
Imran Moakan,8b646bc8,Batsman.
Imran Mustafa,f11bc2ff,Batsman
Imran Nazir,3eb7c45d,Batsman
Imran Parvez,ed087aa3,Batsman
Imran Patel,971439f3,batsman
Imran Qayyum,e5652e3d,Spin bowler
Imran Tahir,acee4cc4,Spin bowler
Imran ullah Gul,037bf4eb,Batsman
Imran Uzzaman,1eff4f98,Batsman
Imran Yousaf,5e67d4e0,Batsman
Imran Zakir,0071171d,Batsman
Imraz Rafi,82e71557,Batsman
Imrul Kayes,5fbe14fc,Batsman.
IM Sinclair,6f45f4b6,Batsman
Imtiaz Ahmed,5a12c5fe,Batsman
Imtiaz Ali,138bf5c6,Batsman
Imtiaz Hossain,003e7738,Batsman
Imtiaz Iqbal,a247c3b6,Batsman
I Mugisha,d3eedb51,Batsman
I Muhawenimana,2f37396f,Fast bowler.
I Muntean,9b88f80e,Batsman
IM Vaghela,8d62fc14,Batsman
I Mwaba,246b220c,"Mwaba is not a widely recognized name in international cricket, and without more context or specific details about which Mwaba you are referring to, I can't definitively give you the answer as ""batsman"", ""fast bowler"", or ""spin bowler"". Please provide more information or specify the individual you mean."
Inakato Zhimomi,a19ab702,Batsman
I Nakisuuyi,2f145a4f,Batsman.
Inam-ul-Haq,15c766c3,Batsman
I Nandakumar,9f87d0f0,Batsman
I Nandera,a91772c4,Batsman
Inayat Saeed,1ce56cb2,Batsman
Indiya Toku,164d760f,Batsman
Inho Cha,f1599171,Batsman
I Niyomugabo,72bf5103,Batsman
IN Ramage,33cb7803,Batsman
Intikhab Alam,0cb86ad7,Spin bowler
I Ntirenganya,e73f6c4b,Batsman
Inyeong Oh,f26d8405,Batsman
Inzamam-ul-Haq,b9a3d8c6,Batsman
Ioannis Afthinos,953c72cb,Batsman
IO Okpe,1c5c3dce,Batsman
IO Oyieko,de4828fa,Batsman
I Opperman,88c4a8e8,Batsman
I Pandey,ed547c49,Batsman
I Pattison,66e94e3b,Fast bowler
IP Butchart,f62984de,Batsman
IPC Patel,ac577f09,Batsman
IPP Batuwitarachchi,7a624752,Batsman
IP Swaney,430b7399,Batsman
Iqbal Abdulla,85aae393,Spin bowler
Iqbal Awan,bbcfb0c0,Batsman
Iqbal Butt,d70bbf14,Batsman.
Iqbal Hossain,e1824e7d,Batsman
Iqbal Hussain,b9fd3959,Batsman
Iqbal Qasim,f8019892,Spin bowler
Iqbal Sikander,ee4e7305,Spin bowler
Iqlas Naha,44cc7766,Batsman
Iqra Ishaq,59c770e7,Batsman
Iqra Sahar,aaccb8ca,Batsman
I Quee,6bcefc6e,Batsman
Iram Javed,dc596fac,Batsman
I Ranaweera,a61850e6,Spin bowler
IR Bell,33155d1b,Batsman
IR Bishop,fcffdeee,Batsman
Irdina Beh Nabil,59ace6d9,Batsman
I Reid,74cd02ea,Batsman
Irfan Ahmed,5c124657,Batsman
Irfan Bhima,f817b1b1,Batsman.
Irfan Fazil,b329023e,Fast bowler
Irfan Ghafoor,6386441e,Batsman
Irfan Hafejee,244009ae,Batsman
Irfan Khan,ee95065d,Batsman
Irfan Sajid,97d0d574,Batsman
Irfan Sarfraz,ef5d54c6,Batsman
Irfan Sukkur,3cc7dd5f,Batsman
Irfan-ul-Haq,c9b0f3df,Batsman
Irfanullah Shah,722f9da4,Fast bowler.
IR Jaggi,dded65e7,Batsman
IR James,57bdbc16,Batsman
I Rodriguez,eb001e0b,Batsman
IR Redpath,084e749c,batsman
IR Rotsey,4a27d9a6,Batsman
Irshad Ahamad,6fc1cbdf,Batsman
Irshad Mubbashar,58edb974,Batsman
IR Siddiqui,6436f803,Batsman
Isa Zaroo,9822fb85,Batsman
IS Billcliff,1fb2f362,Batsman
I Seneviratne,e2aeba08,Batsman
IS Gallage,7ea70779,Fast bowler
Ishaan Gadekar,e3751ee2,Batsman
Ishan Jayaratne,965bc78f,Bowler
Ishan Kishan,752f7486,Batsman
I Sharma,5bb1a1c4,Batsman
I Shivram,85143097,Batsman.
Ishma Tanjim,5d428b3d,Fast bowler
Ishtiaq Ahmad,056b433b,Batsman.
Ishtiaq Ahmed,4a810ed9,Batsman
I Shukla,ce490298,Batsman
Ishwar Chaudhary,fe473dc2,Fast bowler
IS Madray,f8f02659,Spin bowler
Ismaeel Zia,70abbb67,Batsman
Ismail Ali,5117fa55,Batsman
Ismaila Tanba,180e2c15,Batsman
Ismail Sardar,caa18d8b,Batsman
IS Mananelage,c270299f,Batsman
IS Munir,2851a1fc,Batsman
Israr Ali,c5a420e3,Bowler
Israr Khan,4ee5ded2,Batsman
IS Singuran,ffe3af7d,Batsman
IS Sodhi,641ac5ff,Spin bowler.
IS Sohi,daf88af6,Batsman
ISS Samarasooriya,2e7d8121,Batsman.
I Stoilva,1a5070f6,Batsman
I Suhun,41bfb2a9,Batsman
ISW Ranepura,9f04b315,Batsman
I Takahashi,c988daa1,Batsman
Itangishaka Olivier,0ee3bb49,Batsman
IT Botham,b49c21e2,Fast bowler
I Tchakou,4d2b96b4,Batsman
IT Guha,f46500c3,Fast bowler
I Thomson,091cd172,Batsman
Itibarshah Deedar,711e73ac,Batsman
I Toua,83cde44d,Batsman
IT Shillingford,7494f730,Batsman
I Uboh,baf3cf01,Fast bowler.
I Udana,ac5ae4af,Fast bowler
IU Jayamannage,308d6f62,Batsman
I van der Woning,5aa8574b,Batsman
Ivan Splicevic,010658fc,Batsman
I van Zyl,44c3cb6d,Batsman
IVA Richards,2bedc57e,Batsman
IV Collis,cfb2141b,Batsman
IV Ramana Rao,5540a1ab,Batsman
I Vrignaud,bb472ec7,Batsman
Ivy Yeboah,7aac64bb,Batsman
I Waqavakatoga,31d220f5,Batsman
I Wardlaw,7429c452,Bowler
IW Budiarta,27320242,Batsman
IW Callen,f8a2fbe0,Batsman
IWG Johnson,5b576b22,Batsman
I Wijesundera,be620896,Batsman
IY Mckeon,59ff3c57,Batsman
Izatullah Dawlatzai,f96933f0,Fast bowler
Izatullah Safi,0429e73e,Batsman
Izaz Ali,8a4e101e,Spin bowler
Izhar Hussain,1bc71d98,Batsman
Izharulhaq Naveed,2cbdd22f,Spin bowler.
I Zigante,255508f7,Batsman
Izmir Azraf,43c90923,Batsman
JA Atkins,787b56d6,Batsman
Jabbar Amjad,b858d6a7,Batsman
JA Bird,572f55fb,Bowler
JA Boyden,cbb0fe42,Fast bowler
JA Brand,2d08747e,Batsman
JA Brooks,8bf61e65,Fast bowler
JA Brown,30539beb,Batsman
JA Burns,7a5f232a,Batsman
JA Burrows,dba54d8e,Batsman
J Abwom,8d634767,Batsman
JA Chohan,58be5e46,Batsman
Jack Inglis,06da3abc,Batsman
Jack Nel,068c7212,Batsman
Jackson Nzayisenga,d392fec7,Batsman
JA Clarkson,bed90114,Batsman
Jacob Larsen,80e7c4e5,Batsman
Jacobus Duminy,94cd9f0c,Batsman
JA Davies,5cdf8304,Batsman
J Adderley,33c4f881,Batsman
JA DeSilva,01d5f279,Batsman
J Adie,259c0030,Batsman
JA Diergaardt,b72a8938,Batsman
JAD Lawrenson,c810b349,Batsman
JA Drakes,bc867003,Bowler
JA Duffy,dadbdb68,Batsman
JA Dunning,3d78f376,Fast bowler.
Jafar Jamal,37940451,Batsman.
JA Fitzgerald,4e6ff836,Batsman
JA Flavell,79cbed0a,Batsman
JA Foo,7cfb697c,Batsman
JA Freeman,912f472c,Batsman
JAF Yovich,79fdaf2e,Batsman
Jagdeep Singh,6a364c6d,Fast bowler
Jagjit Singh,d221c0cf,Batsman
Jagmeet Singh,dd2c2ff3,Batsman
JA Gordon,973c01eb,Batsman
Jagrat Dubey,a4051019,Batsman
Jahanara Alam,752183c1,Fast bowler
Jahandad Khan,22d73540,Batsman
JA Hanekom,1e4a0d2c,Batsman
Jahan Uddin,28970e5a,Batsman
JA Hardacre,c609cd83,Batsman
JA Hayes,3fbc52da,Fast bowler
JA Haynes,fe4ebca0,Batsman
