,name,identifier,role
5475,HJ Patel,2e3c45d3,Batsman
5476,HJ Rhodes,71c7418f,Batsman
5477,HJ Swindells,95fd757d,Batsman
5478,HJ Tayfield,d146d26e,Spin bowler
5479,HJ Thomas,a3034d3d,Batsman
5480,H Jupp,3a78a6e4,Batsman
5481,HJW Gardiner,a1000a26,Batsman
5482,HJ Yan,40919feb,Batsman
5483,H Kala,3e72a174,Batsman
5484,H Karunaratne,f8e27d4a,Batsman
5485,H Kaur,53cd8da6,Batsman
5486,HK Badani,5cb078d6,Batsman
5487,HK Bennett,94238673,Fast bowler
5488,H Kerge,76207d36,Batsman
5489,H Kerr,f422728b,Batsman
5490,HKG Jansen,6e9d5add,Bowler
5491,H Kinga,c9729534,Batsman
5492,HK Jayantilal,acb8e027,Batsman
5493,H Klaasen,235c2bb6,Batsman
5494,H Klazinge,e6bf8162,Batsman
5495,HK Matthews,d32cf49a,Batsman
5496,HK Olonga,7f82b4fb,Fast bowler
5497,HKP Boam,f4d4a5f5,Batsman
5498,H Lakov,87a6f411,Fast bowler
5499,H Larwood,af7ee1f0,Fast bowler
5500,HL Baker,cefad9fd,Batsman
5501,HL Collins,bb07d82c,Batsman
5502,HL Colvin,d3a44255,Spin bowler
5503,H Leko,02c8fbfc,Batsman
5504,HLE Promnitz,55614863,Batsman
5505,HL Fenby,9ea1f14a,Spin bowler
5506,HL Ferling,a594a6e0,Fast bowler
5507,HL Harji,29663fda,Batsman
5508,H Lin Aung,c343a8c6,Batsman
5509,H Lin Oo,2e005bfd,Batsman
5510,H Little,ad75e88d,Bowler
5511,HL Jackson,d8d6b739,Batsman
5512,HL Tau,ace63b7f,All-rounder
5513,H Lui,da663eca,Batsman
5514,H Madavi,85021bcd,Batsman
5515,HM Amla,e798611a,Batsman
5516,Hmar Zothanchhunga,109d4ad1,Batsman
5517,H Masakadza,31fbf891,Batsman
5518,HM Brennan,22fad2b6,Batsman
5519,H McAleer,8b39d02a,Batsman
5520,HM Charles,778cfbbf,Batsman
5521,H McKenzie,5222f5fa,Batsman
5522,HMCM Bandara,4fc516bd,Batsman
5523,HM Crawshaw,a2500c86,Batsman
5524,HMD Rasangika,d6f9dfd6,Batsman
5525,HM Foster,2057a5a2,Batsman
5526,HM Goonatilleke,1e68b87e,Batsman
5527,H Miller,5c2a33c2,Batsman
5528,H Min Jian,cb5f199d,Batsman
5529,HM Khan,88a32fa2,Batsman
5530,HML Madushani,07485bb9,Batsman
5531,HM Mauafu,cf3c899f,Batsman
5532,HM McGirr,ba8c7aff,Batsman
5533,HMNC Danasinghe,11ce0966,Batsman
5534,HMNC Dhanasinghe,0302fea8,Batsman
5535,HM Nicholls,03521fd3,Batsman
5536,H Mohamed,d4fcbea5,Batsman
5537,HM Omary,2cbe5db1,Batsman
5538,H Morris,c3960dae,Batsman
5539,H Moses,e2be4d11,Batsman
5540,HM Rajapaksha,84f43704,Batsman
5541,HMRKB Herath,d2fcce2f,Spin bowler
5542,HM Rowe,8ca1f93a,Batsman
5543,HM Taberer,635a4df7,Batsman
5544,HM Thurlow,8f267ca1,Fast bowler
5545,HM Tiffen,03b09a26,Batsman
5546,H Mumford,6462c64b,Batsman
5547,HM Watson,0891ca09,Batsman
5548,HNA Conway,272fc5ad,Batsman
5549,H Nesbitt,54d1bfb5,Batsman
5550,H Niaz,d0e2e8ea,Batsman
5551,HNK Jensen,b8cce99f,Batsman
5552,H Nou,ca90651a,Batsman
5553,HN Singh,158c8778,Batsman
5554,HN Ya France,915264c2,Batsman
5555,H Ochieng,a6ea5758,Batsman
5556,Hokaito Zhimomi,96477053,Batsman
5557,HO Karaduman,0853d18a,Batsman
5558,H Okcu,7ddce42e,Batsman
5559,Homendro Kabrambam,1b480a44,Batsman
5560,HOM Gouldstone,b5062d26,Batsman
5561,Hongki Kim,0019ca13,Batsman
5562,Hon Sovannary,75b65b7e,Batsman
5563,Hor Siv na,05d1964e,Batsman
5564,H Osinde,2b8b75a0,Fast bowler
5565,Hossain Ali,a40ac203,Batsman
5566,Hou Rui,5a127bba,Batsman
5567,Howard Parkes,fcdaba42,Batsman
5568,H Pack,fed53c91,Batsman
5569,HPA Matthias,cd9c6d8e,Batsman
5570,H Patel,745a474b,Spin bowler
5571,H Patel,c4ff0618,Spin bowler
5572,H Perry,4d4ffcf5,Batsman
5573,H Philip,6e34d108,Fast bowler
5574,H Philipson,33116a2d,Batsman
5575,H Pieterse,fc2ddc2c,Batsman
5576,H Pile,2f3b270e,Batsman
5577,HP Kingston,c89e4c9f,Batsman
5578,HPL Bruce,e91d7d02,Batsman
5579,H Potts,e8ad9e3b,Bowler
5580,HP Patel,8254ea06,Batsman
5581,HP Patrizi,f8cf0058,Batsman
5582,H Pragji,e28327c6,Batsman
5583,HP Rinke,65a05fe6,Batsman
5584,HP Rogers,489b9a32,Batsman
5585,HP Tillakaratne,00ea9791,Batsman
5586,HR Adhikari,2385b101,Batsman
5587,H Ramaiya,895faea3,Batsman
5588,HRA Rainey,7027d12f,Batsman
5589,H Rashid,725c73f2,All-rounder
5590,H Rathod,1f943bef,Batsman
5591,HR Bernard,8da34e31,Batsman
5592,HR Bhamu,879cf1dd,Batsman
5593,HR Bromley-Davenport,dbdfdc66,Batsman
5594,HR Butt,05566241,Batsman
5595,HRC Came,0a7c6649,Batsman
5596,HR Cooper,99528b4b,Batsman
5597,HRD Adair,bbe68b55,Batsman
5598,HR Giri,fea1e74f,Batsman
5599,HR Hosein,ae01eb1e,Spin bowler
5600,HR Huddleston,8d6b36e3,Spin bowler
5601,H Riazuddin,e74bb8e9,Fast bowler
5602,H Richards,a0095f0e,Batsman
5603,Hrishikesh Tamuli,70b51feb,Batsman
5604,Hrishi Raj,e5fa9ca2,Batsman
5605,Hrithik Kanojia,af985576,Batsman
5606,HRJ Charlwood,a007dff5,Batsman
5607,HR Johnson,98653b57,Batsman
5608,HR Lance,b4ff006f,Batsman
5609,H Roy,7bdbd6d0,Batsman
5610,HR Ponja,6114eaf4,Batsman
5611,HR Shokeen,0c9652b0,Spin bowler
5612,HR Walsh,1ac2a995,Fast bowler
5613,HRW Kindley,10b2b6b8,Batsman
5614,HS Almuzahim,9cb01ea6,Batsman
5615,H Sandiford,7bf5c54c,Batsman
5616,H Satheedevi,a17a9548,Batsman
5617,H Sawaneh,09bea436,Batsman
5618,HS Baidwan,7839bf3a,Batsman
5619,HSB Love,2f4c4589,Batsman
5620,HS Chang,0c7e0dac,Batsman
5621,HS Desai,05c7a444,Batsman
5622,HS Gericke,c28a293e,Batsman
5623,HSGS Silva,26e9f917,Batsman
5624,H Shah,afb3b840,Spin bowler
5625,H Shahid,d0653d5a,Batsman
5626,HS Hansen,3a8becb6,Batsman
5627,H Sharma,52294a79,Batsman
5628,H Silver-holmes,2bfc7199,Batsman
5629,H Simpson-Parker,59b0a7ad,Batsman
5630,H Singh,8209da53,Spin bowler
5631,H Sin Yee,433dbc41,Batsman
5632,HS Jayasena,25eabd90,Batsman
5633,HS Joshi,bd16343f,Batsman
5634,HS Kanitkar,ee431c20,Batsman
5635,H Smith,3ff7d8d2,Batsman
5636,HS Modi,5abdfd23,Batsman
5637,HS Mustard,24b07267,Batsman
5638,H Smythe,2efac75d,Batsman
5639,H Srinivasan,300bdcbb,Batsman
5640,HSR Proverbs,d588aafd,Batsman
5641,HS Saili,27fcc0fe,Batsman
5642,HS Sekhon,58b66172,Fast bowler
5643,H Ssenyondo,2b7609f1,Spin bowler
5644,HSTL Hendry,cee0625f,Batsman
5645,HS Trolip,c8aa8d4a,Batsman
5646,H Strudwick,df9b7981,Batsman
5647,H Sutcliffe,35264a3d,Batsman
5648,HT Crocombe,27fc5808,Fast bowler
5649,HT Dani,cbec1d85,Batsman
5650,HT Davis,1d334478,Batsman
5651,H Thaker,c01d7726,Batsman
5652,HT Li,91f266cf,Batsman
5653,H Trumble,b58a21f9,Spin bowler
5654,HTRY Thornton,055be93a,Fast bowler
5655,HT Tector,59ea70a4,Batsman
5656,H Tukrul,a2880cb1,Batsman
5657,HT Waters,160f19f8,Batsman
5658,HTW Hardinge,dd8c6b54,Batsman
5659,Huang Junjie,7a25958c,Batsman
5660,Huang Zhuo,edbbe245,Batsman
5661,Humaira Farah,6b6d6623,Batsman
5662,Humaira Tasneem,da22f2a2,Spin bowler
5663,Humayun Farhat,b8049579,Batsman
5664,Humayun Kabir,452024ef,Batsman
5665,Hunain Shah,3b8679bf,Batsman
5666,Hung Ying Ho,32b461b1,Batsman
5667,H Upadhyay,267cafb0,Batsman
5668,Husnain Kabeer,8787dd53,Batsman
5669,Hussain Talat,bb4b445b,Batsman
5670,Huzaifa Akram,ce0c22d0,Fast bowler
5671,Huzaifa Mohammed,65a29a30,Batsman
5672,Huzaif Yousuf,95e47073,Batsman
5673,HV Baumgartner,1d7a2757,Batsman
5674,H Verity,630e6cd7,Spin bowler
5675,HV Hordern,91d4051b,Spin bowler
5676,H Viljoen,7a80e2a5,Fast bowler
5677,H Virdee,38952986,Batsman
5678,HV Jones,c7bf22fa,Batsman
5679,HV Mandhyan,11f56b14,Batsman
5680,HV Patel,f986ca1a,Bowler
5681,HWA Landheer,a6ec88f4,Fast bowler
5682,Hwanhee Lee,709cb7f0,Batsman
5683,HW Chapman,15c30fdb,Batsman
5684,HW Lee,70a717f9,Batsman
5685,H Wolff,e44c17f1,Batsman
5686,H Wood,b8110974,Batsman
5687,HW Podmore,43205dad,Bowler
5688,HW Rambaldo,e21b8cb5,Spin bowler
5689,HWR Cartwright,ab965cad,Batsman
5690,HW Taylor,0688f517,Batsman
5691,Hyeji Jeong,9bb84924,Batsman
5692,Hyejin Park,c3e3d7e7,Batsman
5693,H Yerzal,86197ea5,Batsman
5694,HY Kazi,16954a36,Batsman
5695,Hyobum An,3a0d43f6,Batsman
5696,HZ Finch,6b16f8ba,Batsman
5697,H Zimmerman,b85fa1d4,Batsman
5698,IAA Thomas,d66edc9a,Batsman
5699,IA Cockbain,542fd5a6,Batsman
5700,IA Colquhoun,06688f0f,Batsman
5701,IA De Silva,58973aaf,Batsman
5702,IAF Bevers,78f4d252,Batsman
5703,IA Gidwani,80fdc330,Batsman
5704,IA Greig,d003faed,Batsman
5705,IA Healy,541db522,Batsman
5706,IA Karim,ca92a578,Batsman
5707,I Ali,a0b216d6,Batsman
5708,I Alumo,6edd8b10,All-rounder
5709,I Ambrose,41d3085d,Bowler
5710,IA Moran,5ce5204c,Batsman
5711,Ian Dev Singh,f732f3e7,Batsman
5712,IA Nicolson,c5e68250,Batsman
5713,Ian Roberts,9f236a73,Fast bowler
5714,Ian Thomas,d4c0dc60,Batsman
5715,IA Robertson,820599e3,Batsman
5716,IAR Peebles,d161f1d3,Batsman
5717,I Asif,663ad386,Batsman
5718,IA Thomson,4b594b43,Batsman
5719,IBA Allen,e85ac37b,Batsman
5720,I Bardis,716bd716,Batsman
5721,I Barma,521abce2,Batsman
5722,IB Cromb,384edc3a,Batsman
5723,I Bist,beccd5a1,Batsman
5724,IB Leggat,15592076,Batsman
5725,Ibrahim Hassan,4add4c98,Batsman
5726,Ibrahim Jabarkhel,c311564c,Batsman
5727,Ibrahim Kursad Dalyan,f0f20cf8,Batsman
5728,Ibrahim Mughal,f89b7b90,Batsman
5729,Ibrahim Nashath,98514dce,Batsman
5730,Ibrahim Rahimi,f8ef3653,Batsman
5731,Ibrahim Rizan,7267e3cd,Batsman
5732,Ibrahim Vhora,a1588e46,Batsman
5733,Ibrahim Zadran,d4550956,Batsman
5734,Ibrarul Haq,119007ef,Batsman
5735,Ibtisam Sheikh,a6fc52a9,Batsman
5736,IC Davis,73d76541,Batsman
5737,IC Gaze,60c250bf,Batsman
5738,I Chabi,5e39110e,Batsman
5739,I Chathurani,85364088,Batsman
5740,I Chuma,b1021056,Batsman
5741,IC Pandey,e0407c01,Fast bowler
5742,IC Porel,fdf7491e,Fast bowler
5743,I Cronin-Knight,9cb014d7,Batsman
5744,IC Simao,dcc76384,Batsman
5745,IC Soysa,717a7971,Fast bowler
5746,IC West,d8d1df82,Batsman
5747,IDA Damarell,580ae7f2,Batsman
5748,I Danladi,c156cc1f,Batsman
5749,I Dawood,26773bdf,All-rounder
5750,ID Blackwell,818e8bf2,Spin bowler
5751,ID Buys,8fc7cb53,Batsman
5752,ID Craig,e69ae2c9,Batsman
5753,ID Fisher,f82198d4,Batsman
5754,IDGP Kisawa,1d683ea3,Batsman
5755,ID Gunawardene,63841782,Batsman
5756,ID Hunter,0882d239,Batsman
5757,I Dikgale,f3fe6653,Batsman
5758,I Dimitrov,62724040,Batsman
5759,IDK Salisbury,c9044344,Spin bowler
5760,ID Matic,72f784ca,Batsman
5761,IDM Latin,78f719ea,Batsman
5762,I Doekhie,b37e3c48,Fast bowler
5763,IDR Bradshaw,a7489342,Fast bowler
5764,Idrees Ul Haque,d5b52676,Batsman
5765,ID Robinson,5ed1302c,Fast bowler
5766,ID Saxelby,fbb87544,Fast bowler
5767,IDS Smith,1632313d,Batsman
5768,I Dulani,a2c23f31,Batsman
5769,IECM Wong,e5b17517,Batsman
5770,I Elec,4d0d5b7d,Batsman
5771,IE Mulhovo,ab750f1f,Batsman
5772,IE O'Brien,78f34e15,Fast bowler
5773,I Eranavula,39cd63b1,Batsman
5774,I Faleupolu,7fede93b,Batsman
5775,Ifran Hossain,9ff33bef,Fast bowler
5776,Iftekar Jaman,0a5718ef,Batsman
5777,Iftikhar Ahmed,29e253dd,Batsman
5778,Iftikhar Ahmed,973d561e,Batsman
5779,Iftikhar Ahmed,bad374d3,Batsman
5780,Iftikhar Ali,fc537391,Batsman
5781,Iftikhar Anjum,6adf9347,Fast bowler
5782,Iftikhar Malik,f6447140,Batsman
5783,IFW Bligh,5d4dee23,Batsman
5784,IGASF Pratiwi,720fbaad,Batsman
5785,IG Butler,b68a30f0,Batsman
5786,IG Holland,4167f30b,Spin bowler
5787,IG McPeake,f8e48647,Fast bowler
5788,Ignacio Lisboa,eceeb63a,Batsman
5789,IGS Arsa,68d52634,Batsman
5790,IG Sharp,4de0779a,Batsman
5791,IGTR Kumara,d0111079,Bowler
5792,IG Warne,75e77070,Spin bowler
5793,IH Lock,a1b1e3c2,Spin bowler
5794,IHM Modimokoane,569338b8,Batsman
5795,IH Romaine,54725e8b,Batsman
5796,Ihsanullah,5aeab54c,Fast bowler
5797,Ihsanullah,c290033d,Fast bowler
5798,Ihsan Ullah,e44bc1e4,Fast bowler
5799,IH van Kerwel,612be1ba,Spin bowler
5800,II Mabunda,b2cd0f90,Batsman
5801,IIR Bhana,390721b3,Batsman
5802,II Selemani,b2dadc51,Batsman
5803,Ijaz Ahmad Ahmadzai,4d4dbd57,Batsman
5804,Ijaz Ahmed,f52e5d79,Batsman
5805,Ijaz Ahmed,732810d6,Batsman
5806,Ijaz Butt,d5816b22,Batsman
5807,Ijaz Faqih,f68685c9,Batsman
5808,Ijaz Hussain,dc1dd6c4,All-rounder
5809,IJ Carlisle,82a50491,Batsman
5810,IJ Dixon,a6e30365,Batsman
5811,IJ Gould,a9dfdf6c,Batsman
5812,IJ Harvey,3227beb4,Batsman
5813,IJ Jones,8429db06,Batsman
5814,IJ Kikasi,8086069d,Batsman
5815,IJL Trott,ac7fa28f,Batsman
5816,IJR Zwilling,47b32a5a,Batsman
5817,IJ Siedle,fc9f785b,Batsman
5818,IJ Sutcliffe,e1e8419c,Batsman
5819,IJ Thomas,69f26994,Batsman
5820,IJ Ward,2e3f32ea,Batsman
5821,IJ Westwood,31f671b7,Batsman
5822,I Kabia,a7a885b5,Batsman
5823,I Kaia,5ad8c974,Batsman
5824,I Kamara,38702fb5,Batsman
5825,I Katzarski,514628bd,Batsman
5826,I Kaushal,cbacc713,Batsman
5827,Ikbal Hossain,e01d2dae,Batsman
5828,IK Darmawan,e3c88145,Batsman
5829,IKEG Artawan,190957d2,Batsman
5830,IK Gamantika,4d7c5b56,Batsman
5831,I Khaleel,1aaebfe1,Bowler
5832,I Khan,719c5146,Fast bowler
5833,I Khan,2ae01eb0,Batsman
5834,IKO Aboagye,98614193,Batsman
5835,I Komba,25f3c28e,Batsman
5836,I Koroma,fce5bfd2,Batsman
5837,IK Pathan,5fa06777,Fast bowler
5838,Ikram Alikhil,f67c958d,Batsman
5839,Ikramullah Khan,c6e1354c,Batsman
5840,Ilenia Sims,03c98aa6,Batsman
5841,IL Herbert,125f9f05,Batsman
5842,IL Howell,c1cd91c3,Fast bowler
5843,Ilhwan Seo,e6e847f9,Batsman
5844,I Liyanage,826e1017,Batsman
5845,IL Mendonca,1ca47810,Batsman
5846,IL Parks,6760153a,Batsman
5847,Ilyas Ahmed,42a01b52,Batsman
5848,Ilyas Ataullah,357484e9,Bowler
5849,Ilyas Gull,5cae5331,Batsman
5850,Imad Wasim,9cb8d7a6,Spin bowler
5851,I Malhotra,943fd425,Batsman
5852,Imal Zuwak,1283e17b,Batsman
5853,Imam-ul-Haq,40c041ea,Batsman
5854,I Manack,5ec126fa,Batsman
5855,I Mansaray,ea45f98b,Batsman
5856,I Maraj,2d783277,Spin bowler
5857,I Master,90ddee48,Batsman
5858,IM Barrow,f162d8a1,Batsman
5859,I McDonald,37b55799,Batsman
5860,IM Chappell,c65b6fe3,Batsman
5861,I Meckiff,e1878372,Bowler
5862,I Medhi,b99ea463,Spin bowler
5863,IM Farrell,1a417a09,Batsman
5864,IMHC Joyce,d3b4b8ed,Batsman
5865,Imliwati Lemtur,76a33e00,Batsman
5866,Imran Ahmed Kaneez,8c3cbee9,Batsman
5867,Imran Ali,dba4f593,Fast bowler
5868,Imran Ali Butt,5d60560f,Batsman
5869,Imran Ameer,b8e65260,Batsman
5870,Imran Anwar,a9a18e3e,Batsman
5871,Imran Arif,c10747c3,Fast bowler
5872,Imran Arif,f1ee7093,Fast bowler
5873,Imran Ashraf,e95eb01b,Batsman
5874,Imran Awan,82d8aa2e,Batsman
5875,Imran Azam,8a6602c4,Batsman
5876,Imran Bulbulia,6464a804,Batsman
5877,Imran Butt,cc3fb3b3,Batsman
5878,Imran Butt,72683b68,Batsman
5879,Imran Farhat,480ed517,Batsman
5880,Imran Haider,0226b73a,Spin bowler
5881,Imran Haider,1b8242f2,Spin bowler
5882,Imran Ismail,a216a585,Batsman
5883,Imran Janat,7b663212,Batsman
5884,Imran Javed,9a1405c8,Batsman
5885,Imran Khalid,b8eddbdb,Spin bowler
5886,Imran Khan,158066a2,Fast bowler
5887,Imran Khan,195fb6db,Fast bowler
5888,Imran Khan,2b0f2af3,Fast bowler
5889,Imran Khan,2cc557f8,Fast bowler
5890,Imran Khan,a0a32dd1,Fast bowler
5891,Imran Khan,da3b91fd,Fast bowler
5892,Imran Moakan,8b646bc8,Batsman
5893,Imran Mustafa,f11bc2ff,Batsman
5894,Imran Nazir,3eb7c45d,Batsman
5895,Imran Parvez,ed087aa3,Batsman
5896,Imran Patel,971439f3,All-rounder
5897,Imran Qayyum,e5652e3d,Spin bowler
5898,Imran Tahir,acee4cc4,Spin bowler
5899,Imran ullah Gul,037bf4eb,Batsman
5900,Imran Uzzaman,1eff4f98,Batsman
5901,Imran Yousaf,5e67d4e0,Batsman
5902,Imran Zakir,0071171d,Batsman
5903,Imraz Rafi,82e71557,Batsman
5904,Imrul Kayes,5fbe14fc,Batsman
5905,IM Sinclair,6f45f4b6,Batsman
5906,Imtiaz Ahmed,5a12c5fe,Batsman
5907,Imtiaz Ali,138bf5c6,Batsman
5908,Imtiaz Hossain,003e7738,Batsman
5909,Imtiaz Iqbal,a247c3b6,Batsman
5910,I Mugisha,d3eedb51,Batsman
5911,I Muhawenimana,2f37396f,Fast bowler
5912,I Muntean,9b88f80e,Batsman
5913,IM Vaghela,8d62fc14,Batsman
5914,I Mwaba,246b220c,All-rounder
5915,Inakato Zhimomi,a19ab702,Batsman
5916,I Nakisuuyi,2f145a4f,Batsman
5917,Inam-ul-Haq,15c766c3,Batsman
5918,I Nandakumar,9f87d0f0,Batsman
5919,I Nandera,a91772c4,Batsman
5920,Inayat Saeed,1ce56cb2,Batsman
5921,Indiya Toku,164d760f,Batsman
5922,Inho Cha,f1599171,Batsman
5923,I Niyomugabo,72bf5103,Batsman
5924,IN Ramage,33cb7803,Batsman
5925,Intikhab Alam,0cb86ad7,Spin bowler
5926,I Ntirenganya,e73f6c4b,Batsman
5927,Inyeong Oh,f26d8405,Batsman
5928,Inzamam-ul-Haq,b9a3d8c6,Batsman
5929,Ioannis Afthinos,953c72cb,Batsman
5930,IO Okpe,1c5c3dce,Batsman
5931,IO Oyieko,de4828fa,Batsman
5932,I Opperman,88c4a8e8,Batsman
5933,I Pandey,ed547c49,Batsman
5934,I Pattison,66e94e3b,Fast bowler
5935,IP Butchart,f62984de,Batsman
5936,IPC Patel,ac577f09,Batsman
5937,IPP Batuwitarachchi,7a624752,Batsman
5938,IP Swaney,430b7399,Batsman
5939,Iqbal Abdulla,85aae393,Spin bowler
5940,Iqbal Awan,bbcfb0c0,Batsman
5941,Iqbal Butt,d70bbf14,Batsman
5942,Iqbal Hossain,e1824e7d,Batsman
5943,Iqbal Hussain,b9fd3959,Batsman
5944,Iqbal Qasim,f8019892,Spin bowler
5945,Iqbal Sikander,ee4e7305,Spin bowler
5946,Iqlas Naha,44cc7766,Batsman
5947,Iqra Ishaq,59c770e7,Batsman
5948,Iqra Sahar,aaccb8ca,Batsman
5949,I Quee,6bcefc6e,Batsman
5950,Iram Javed,dc596fac,Batsman
5951,I Ranaweera,a61850e6,Spin bowler
5952,IR Bell,33155d1b,Batsman
5953,IR Bishop,fcffdeee,Batsman
5954,Irdina Beh Nabil,59ace6d9,Batsman
5955,I Reid,74cd02ea,Batsman
5956,Irfan Ahmed,5c124657,Batsman
5957,Irfan Bhima,f817b1b1,Batsman
5958,Irfan Fazil,b329023e,Fast bowler
5959,Irfan Ghafoor,6386441e,Batsman
5960,Irfan Hafejee,244009ae,Batsman
5961,Irfan Khan,ee95065d,Batsman
5962,Irfan Sajid,97d0d574,Batsman
5963,Irfan Sarfraz,ef5d54c6,Batsman
5964,Irfan Sukkur,3cc7dd5f,Batsman
5965,Irfan-ul-Haq,c9b0f3df,Batsman
5966,Irfanullah Shah,722f9da4,Fast bowler
5967,IR Jaggi,dded65e7,Batsman
5968,IR James,57bdbc16,Batsman
5969,I Rodriguez,eb001e0b,Batsman
5970,IR Redpath,084e749c,All-rounder
5971,IR Rotsey,4a27d9a6,Batsman
5972,Irshad Ahamad,6fc1cbdf,Batsman
5973,Irshad Mubbashar,58edb974,Batsman
5974,IR Siddiqui,6436f803,Batsman
5975,Isa Zaroo,9822fb85,Batsman
5976,IS Billcliff,1fb2f362,Batsman
5977,I Seneviratne,e2aeba08,Batsman
5978,IS Gallage,7ea70779,Fast bowler
5979,Ishaan Gadekar,e3751ee2,Batsman
5980,Ishan Jayaratne,965bc78f,Bowler
5981,Ishan Kishan,752f7486,Batsman
5982,I Sharma,5bb1a1c4,Batsman
5983,I Shivram,85143097,Batsman
5984,Ishma Tanjim,5d428b3d,Fast bowler
5985,Ishtiaq Ahmad,056b433b,Batsman
5986,Ishtiaq Ahmed,4a810ed9,Batsman
5987,I Shukla,ce490298,Batsman
5988,Ishwar Chaudhary,fe473dc2,Fast bowler
5989,IS Madray,f8f02659,Spin bowler
5990,Ismaeel Zia,70abbb67,Batsman
5991,Ismail Ali,5117fa55,Batsman
5992,Ismaila Tanba,180e2c15,Batsman
5993,Ismail Sardar,caa18d8b,Batsman
5994,IS Mananelage,c270299f,Batsman
5995,IS Munir,2851a1fc,Batsman
5996,Israr Ali,c5a420e3,Bowler
5997,Israr Khan,4ee5ded2,Batsman
5998,IS Singuran,ffe3af7d,Batsman
5999,IS Sodhi,641ac5ff,Spin bowler
6000,IS Sohi,daf88af6,Batsman
6001,ISS Samarasooriya,2e7d8121,Batsman
6002,I Stoilva,1a5070f6,Batsman
6003,I Suhun,41bfb2a9,Batsman
6004,ISW Ranepura,9f04b315,Batsman
6005,I Takahashi,c988daa1,Batsman
6006,Itangishaka Olivier,0ee3bb49,Batsman
6007,IT Botham,b49c21e2,Fast bowler
6008,I Tchakou,4d2b96b4,Batsman
6009,IT Guha,f46500c3,Fast bowler
6010,I Thomson,091cd172,Batsman
6011,Itibarshah Deedar,711e73ac,Batsman
6012,I Toua,83cde44d,Batsman
6013,IT Shillingford,7494f730,Batsman
6014,I Uboh,baf3cf01,Fast bowler
6015,I Udana,ac5ae4af,Fast bowler
6016,IU Jayamannage,308d6f62,Batsman
6017,I van der Woning,5aa8574b,Batsman
6018,Ivan Splicevic,010658fc,Batsman
6019,I van Zyl,44c3cb6d,Batsman
6020,IVA Richards,2bedc57e,Batsman
6021,IV Collis,cfb2141b,Batsman
6022,IV Ramana Rao,5540a1ab,Batsman
6023,I Vrignaud,bb472ec7,Batsman
6024,Ivy Yeboah,7aac64bb,Batsman
6025,I Waqavakatoga,31d220f5,Batsman
6026,I Wardlaw,7429c452,Bowler
6027,IW Budiarta,27320242,Batsman
6028,IW Callen,f8a2fbe0,Batsman
6029,IWG Johnson,5b576b22,Batsman
6030,I Wijesundera,be620896,Batsman
6031,IY Mckeon,59ff3c57,Batsman
6032,Izatullah Dawlatzai,f96933f0,Fast bowler
6033,Izatullah Safi,0429e73e,Batsman
6034,Izaz Ali,8a4e101e,Spin bowler
6035,Izhar Hussain,1bc71d98,Batsman
6036,Izharulhaq Naveed,2cbdd22f,Spin bowler
6037,I Zigante,255508f7,Batsman
6038,Izmir Azraf,43c90923,Batsman
6039,JA Atkins,787b56d6,Batsman
6040,Jabbar Amjad,b858d6a7,Batsman
6041,JA Bird,572f55fb,Bowler
6042,JA Boyden,cbb0fe42,Fast bowler
6043,JA Brand,2d08747e,Batsman
6044,JA Brooks,8bf61e65,Fast bowler
6045,JA Brown,30539beb,Batsman
6046,JA Burns,7a5f232a,Batsman
6047,JA Burrows,dba54d8e,Batsman
6048,J Abwom,8d634767,Batsman
6049,JA Chohan,58be5e46,Batsman
6050,Jack Inglis,06da3abc,Batsman
6051,Jack Nel,068c7212,Batsman
6052,Jackson Nzayisenga,d392fec7,Batsman
6053,JA Clarkson,bed90114,Batsman
6054,Jacob Larsen,80e7c4e5,Batsman
6055,Jacobus Duminy,94cd9f0c,Batsman
6056,JA Davies,5cdf8304,Batsman
6057,J Adderley,33c4f881,Batsman
6058,JA DeSilva,01d5f279,Batsman
6059,J Adie,259c0030,Batsman
6060,JA Diergaardt,b72a8938,Batsman
6061,JAD Lawrenson,c810b349,Batsman
6062,JA Drakes,bc867003,Bowler
6063,JA Duffy,dadbdb68,Batsman
6064,JA Dunning,3d78f376,Fast bowler
6065,Jafar Jamal,37940451,Batsman
6066,JA Fitzgerald,4e6ff836,Batsman
6067,JA Flavell,79cbed0a,Batsman
6068,JA Foo,7cfb697c,Batsman
6069,JA Freeman,912f472c,Batsman
6070,JAF Yovich,79fdaf2e,Batsman
6071,Jagdeep Singh,6a364c6d,Fast bowler
6072,Jagjit Singh,d221c0cf,Batsman
6073,Jagmeet Singh,dd2c2ff3,Batsman
6074,JA Gordon,973c01eb,Batsman
6075,Jagrat Dubey,a4051019,Batsman
6076,Jahanara Alam,752183c1,Fast bowler
6077,Jahandad Khan,22d73540,Batsman
6078,JA Hanekom,1e4a0d2c,Batsman
6079,Jahan Uddin,28970e5a,Batsman
6080,JA Hardacre,c609cd83,Batsman
6081,JA Hayes,3fbc52da,Fast bowler
6082,JA Haynes,fe4ebca0,Batsman
6083,Jahedur Rahman,a16862fb,Batsman
6084,JAH Marshall,fdac5295,Batsman
6085,Jahurul Islam,6752c57b,Batsman
6086,Jaideep Bhambhu,6e1305eb,Batsman
6087,Jaikumar Thakur,18fcb85f,Batsman
6088,Jai Prakash Yadav,7ba54dc9,All-rounder
6089,Jai Sinh,10ae134c,Batsman
